cubic_start,cubic_end,crc32_start,crc32_end,edn_start,edn_end,huffbench_start,huffbench_end,minver_start,minver_end,st_start,st_end,ud_start,ud_end,matmult_start,matmult_end,mont64_start,mont64_end,nbody_start,nbody_end,nettle_aes_start,nettle_aes_end,nettle_sha256_start,nettle_sha256_end,primecount_start,primecount_end,sg_start,sg_end,tarfind_start,tarfind_end
174836.489244861, 174840.325042452,174840.374795197, 174965.231127032,174965.277498364, 174982.78082191,174982.128538541, 174992.86922976,174992.136583848, 174998.829143739,174998.877136371, 175004.972813071,175005.19438395, 175018.985043215,175019.33111857, 175032.74407009,175032.121818814, 175045.434259364,175045.481075154, 175046.366722899,175046.413318080, 175055.587731726,175055.632433633, 175065.964442466,175066.11598188, 175092.978100204,175093.26446522, 175148.147336986,175148.199503500, 175174.568896080
175174.622653170, 175177.813012988,175177.863061782, 175302.778343500,175302.826461430, 175438.101360622,175438.149919315, 175448.124435613,175448.174966794, 175454.882517643,175454.930691628, 175461.29546547,175461.78625295, 175474.998791454,175475.46788385, 175504.710267833,175504.757827537, 175518.16354343,175518.65330580, 175518.939755611,175518.986247675, 175528.43585383,175528.92545165, 175538.440975833,175538.488485406, 175547.382163490,175547.431627574, 175602.568006848,175602.614745638, 175629.35294972
175629.89497362, 175632.353339018,175632.400020702, 175757.229014804,175757.277514941, 175774.794626535,175774.841837338, 175784.763736556,175784.810121316, 175791.509792609,175791.555433685, 175797.655870743,175797.700752501, 175811.576652966,175811.623733748, 175824.126757301,175824.174518068, 175837.374656666,175837.421376941, 175838.306374930,175838.353152485, 175847.476985429,175847.524420402, 175857.902859473,175857.951691170, 175866.863616126,175866.912480965, 175930.295838506,175930.347904545, 175956.735390268
175956.788917822, 175960.27636443,175960.74064214, 176085.3654623,176085.51889891, 176102.360836,176102.54059965, 176113.118208613,176113.176833164, 176120.436463712,176120.485088122, 176127.66569831,176127.124638018, 176141.216520779,176141.265319331, 176154.76993057,176154.124664977, 176167.410036833,176167.456440281, 176168.341381910,176168.389479784, 176177.481926827,176177.526590859, 176187.900606049,176187.948464213, 176196.830884501,176196.881012087, 176252.107117076,176252.159148628, 176278.562003710
176278.612432197, 176281.900227168,176281.949418891, 176406.805000070,176406.852446497, 176423.594267621,176423.644513685, 176433.546869347,176433.593536455, 176440.267733717,176440.312939812, 176446.430950793,176446.478793923, 176460.358285633,176460.402321828, 176473.629004311,176473.679139970, 176486.894558638,176486.942046292, 176487.871708098,176487.918396363, 176508.870904395,176508.919851044, 176519.370165073,176519.413987104, 176528.269523353,176528.317679794, 176583.479410422,176583.532471767, 176609.886839323
176609.939880250, 176613.236711294,176613.285626935, 176738.139976216,176738.186947597, 176755.568986216,176755.618726737, 176765.515075159,176765.563425363, 176772.226460349,176772.274444999, 176778.382531187,176778.438128660, 176792.433118323,176792.479767670, 176805.7238063,176805.55490613, 176818.294019254,176818.341403873, 176819.233164929,176819.279569037, 176828.362917459,176828.412301273, 176838.779675309,176838.828766785, 176847.682902983,176847.731709265, 176902.959555638,176903.11696196, 176929.376991362
176929.429265455, 176932.662181571,176932.711555893, 177057.640440187,177057.687737791, 177074.530200271,177074.578832431, 177084.539411308,177084.589710265, 177091.297865800,177091.342951782, 177097.442374212,177097.490620880, 177111.381106999,177111.429281169, 177123.921181709,177123.967947778, 177137.199351645,177137.247409551, 177138.133314239,177138.180629209, 177147.364481019,177147.414645247, 177157.770003636,177157.814008906, 177166.688189617,177166.736707834, 177221.947808987,177222.417114, 177248.387145143
177248.439292919, 177251.661236599,177251.709470041, 177376.585076699,177376.632225152, 177393.470949509,177393.521001757, 177403.492916604,177403.542396444, 177410.216555324,177410.264434884, 177416.379422175,177416.427166537, 177430.370229953,177430.414420670, 177442.922324371,177442.970430993, 177456.321187358,177456.368363068, 177457.245029325,177457.291595053, 177466.358498452,177466.408631926, 177476.766672172,177476.815266168, 177485.671321999,177485.723916312, 177540.880994909,177540.932535541, 177567.309372082
177567.363059060, 177570.646124386,177570.696966981, 177695.716458302,177695.768951848, 177712.525065864,177712.573859051, 177722.642211610,177722.691051981, 177729.383235749,177729.432006437, 177735.539333324,177735.585408566, 177749.517171929,177749.564917810, 177762.77224945,177762.124977057, 177775.818062767,177775.863156862, 177776.750496339,177776.797999010, 177785.893532381,177785.942032010, 177796.293098010,177796.340492505, 177805.215328052,177805.263414934, 177860.440571224,177860.492592753, 177886.798860708
177886.851711896, 177890.67992582,177890.117288531, 178014.992993896,178015.39975034, 178032.46345558,178032.94163312, 178041.992301917,178042.42008534, 178048.749692750,178048.796424882, 178054.911385557,178054.956711690, 178068.857738627,178068.905479285, 178081.395579773,178081.443020063, 178094.663810858,178094.712376271, 178095.605048042,178095.650425680, 178104.810098638,178104.853928624, 178115.351597558,178115.401271915, 178124.341329000,178124.390925788, 178179.545057491,178179.597692425, 178205.968982219
178206.22402111, 178209.257170351,178209.306660920, 178334.160359858,178334.207222686, 178351.17955373,178351.64870151, 178361.9061464,178361.59871803, 178367.757023312,178367.804559184, 178373.911217943,178373.957568389, 178387.891239171,178387.938780848, 178400.422176071,178400.469154546, 178413.706399258,178413.753580760, 178414.643970240,178414.693500335, 178423.725151022,178423.773081297, 178437.519941714,178437.568500168, 178446.415476406,178446.463384664, 178501.379244587,178501.432485433, 178527.841107538
178527.894600712, 178531.104452657,178531.153078605, 178655.935329978,178655.982591985, 178672.778108243,178672.823308097, 178682.739973976,178682.790598182, 178689.496373686,178689.543855127, 178695.653402059,178695.701412199, 178709.739640475,178709.787521734, 178722.289456460,178722.337594301, 178735.735636947,178735.783223376, 178736.678253085,178736.726313053, 178745.806651180,178745.854454886, 178756.281966636,178756.329483419, 178765.231763502,178765.277524188, 178820.471460995,178820.524542466, 178847.47983485
